,rep,run,shelf,plate,line,trt,end,status,number
7518,4,7,4,141,148-1,0,203.6666667,0,1
7519,4,7,4,141,148-1,0,253,0,1
7520,4,7,4,141,148-1,0,298.75,0,1
7521,4,7,4,141,148-1,0,501,0,5
7521.1,4,7,4,141,148-1,0,501,0,5
7521.2,4,7,4,141,148-1,0,501,0,5
7521.3,4,7,4,141,148-1,0,501,0,5
7521.4,4,7,4,141,148-1,0,501,0,5
7522,4,7,4,142,100-1,20,203.6666667,1,1
7523,4,7,4,142,100-1,20,253,1,1
7524,4,7,4,142,100-1,20,344.75,1,1
7525,4,7,4,142,100-1,20,500,0,7
7525.1,4,7,4,142,100-1,20,500,0,7
7525.2,4,7,4,142,100-1,20,500,0,7
7525.3,4,7,4,142,100-1,20,500,0,7
7525.4,4,7,4,142,100-1,20,500,0,7
7525.5,4,7,4,142,100-1,20,500,0,7
7525.6,4,7,4,142,100-1,20,500,0,7
7526,4,7,4,143,173-1,20,153.75,1,2
7526.1,4,7,4,143,173-1,20,153.75,1,2
7527,4,7,4,143,173-1,20,203.6666667,1,2
7527.1,4,7,4,143,173-1,20,203.6666667,1,2
7528,4,7,4,143,173-1,20,203.6666667,0,2
7528.1,4,7,4,143,173-1,20,203.6666667,0,2
7529,4,7,4,143,173-1,20,396,0,4
7529.1,4,7,4,143,173-1,20,396,0,4
7529.2,4,7,4,143,173-1,20,396,0,4
7529.3,4,7,4,143,173-1,20,396,0,4
7530,4,7,4,144,177-2,0,107.3333333,1,4
7530.1,4,7,4,144,177-2,0,107.3333333,1,4
7530.2,4,7,4,144,177-2,0,107.3333333,1,4
7530.3,4,7,4,144,177-2,0,107.3333333,1,4
7531,4,7,4,144,177-2,0,153.75,1,2
7531.1,4,7,4,144,177-2,0,153.75,1,2
7532,4,7,4,144,177-2,0,203.6666667,1,2
7532.1,4,7,4,144,177-2,0,203.6666667,1,2
7533,4,7,4,144,177-2,0,253,1,1
7534,4,7,4,144,177-2,0,445,1,1
7535,4,7,5,145,109-2,10,153.75,1,1
7536,4,7,5,145,109-2,10,Inf,1,6
7536.1,4,7,5,145,109-2,10,Inf,1,6
7536.2,4,7,5,145,109-2,10,Inf,1,6
7536.3,4,7,5,145,109-2,10,Inf,1,6
7536.4,4,7,5,145,109-2,10,Inf,1,6
7536.5,4,7,5,145,109-2,10,Inf,1,6
7537,4,7,5,145,109-2,10,Inf,0,3
7537.1,4,7,5,145,109-2,10,Inf,0,3
7537.2,4,7,5,145,109-2,10,Inf,0,3
7538,4,7,5,146,120-1,0,107.3333333,1,6
7538.1,4,7,5,146,120-1,0,107.3333333,1,6
7538.2,4,7,5,146,120-1,0,107.3333333,1,6
7538.3,4,7,5,146,120-1,0,107.3333333,1,6
7538.4,4,7,5,146,120-1,0,107.3333333,1,6
7538.5,4,7,5,146,120-1,0,107.3333333,1,6
7539,4,7,5,146,120-1,0,153.75,1,1
7540,4,7,5,146,120-1,0,153.75,0,1
7541,4,7,5,146,120-1,0,298.75,0,2
7541.1,4,7,5,146,120-1,0,298.75,0,2
7542,4,7,5,148,91-1,20,344.75,1,1
7543,4,7,5,148,91-1,20,153.75,0,1
7544,4,7,5,148,91-1,20,396,0,7
7544.1,4,7,5,148,91-1,20,396,0,7
7544.2,4,7,5,148,91-1,20,396,0,7
7544.3,4,7,5,148,91-1,20,396,0,7
7544.4,4,7,5,148,91-1,20,396,0,7
7544.5,4,7,5,148,91-1,20,396,0,7
7544.6,4,7,5,148,91-1,20,396,0,7
7545,4,7,5,148,91-1,20,501,0,1
7546,4,7,5,149,165-1,20,107.3333333,1,1
7547,4,7,5,149,165-1,20,298.75,1,1
7548,4,7,5,149,165-1,20,Inf,1,2
7548.1,4,7,5,149,165-1,20,Inf,1,2
7549,4,7,5,149,165-1,20,501,0,6
7549.1,4,7,5,149,165-1,20,501,0,6
7549.2,4,7,5,149,165-1,20,501,0,6
7549.3,4,7,5,149,165-1,20,501,0,6
7549.4,4,7,5,149,165-1,20,501,0,6
7549.5,4,7,5,149,165-1,20,501,0,6
7550,4,7,5,151,168-2,20,107.3333333,1,1
7551,4,7,5,151,168-2,20,153.75,1,1
7552,4,7,5,151,168-2,20,298.75,1,3
7552.1,4,7,5,151,168-2,20,298.75,1,3
7552.2,4,7,5,151,168-2,20,298.75,1,3
7553,4,7,5,151,168-2,20,344.75,1,3
7553.1,4,7,5,151,168-2,20,344.75,1,3
7553.2,4,7,5,151,168-2,20,344.75,1,3
7554,4,7,5,151,168-2,20,501,0,2
7554.1,4,7,5,151,168-2,20,501,0,2
7555,4,7,5,153,Johnny's,20,Inf,1,4
7555.1,4,7,5,153,Johnny's,20,Inf,1,4
7555.2,4,7,5,153,Johnny's,20,Inf,1,4
7555.3,4,7,5,153,Johnny's,20,Inf,1,4
7556,4,7,5,153,Johnny's,20,501,0,1
7557,4,7,5,153,Johnny's,20,Inf,0,5
7557.1,4,7,5,153,Johnny's,20,Inf,0,5
7557.2,4,7,5,153,Johnny's,20,Inf,0,5
7557.3,4,7,5,153,Johnny's,20,Inf,0,5
7557.4,4,7,5,153,Johnny's,20,Inf,0,5
7558,4,7,5,154,134-1,20,Inf,1,2
7558.1,4,7,5,154,134-1,20,Inf,1,2
7559,4,7,5,154,134-1,20,445,0,1
7560,4,7,5,154,134-1,20,501,0,6
7560.1,4,7,5,154,134-1,20,501,0,6
7560.2,4,7,5,154,134-1,20,501,0,6
7560.3,4,7,5,154,134-1,20,501,0,6
7560.4,4,7,5,154,134-1,20,501,0,6
7560.5,4,7,5,154,134-1,20,501,0,6
7561,4,7,5,154,134-1,20,Inf,0,1
7562,4,7,5,155,136-1,15,107.3333333,1,3
7562.1,4,7,5,155,136-1,15,107.3333333,1,3
7562.2,4,7,5,155,136-1,15,107.3333333,1,3
7563,4,7,5,155,136-1,15,153.75,1,1
7564,4,7,5,155,136-1,15,203.6666667,1,2
7564.1,4,7,5,155,136-1,15,203.6666667,1,2
7565,4,7,5,155,136-1,15,153.75,0,1
7566,4,7,5,155,136-1,15,501,0,3
7566.1,4,7,5,155,136-1,15,501,0,3
7566.2,4,7,5,155,136-1,15,501,0,3
7567,4,7,5,156,148-2,15,153.75,1,4
7567.1,4,7,5,156,148-2,15,153.75,1,4
7567.2,4,7,5,156,148-2,15,153.75,1,4
7567.3,4,7,5,156,148-2,15,153.75,1,4
7568,4,7,5,156,148-2,15,253,1,1
7569,4,7,5,156,148-2,15,501,0,4
7569.1,4,7,5,156,148-2,15,501,0,4
7569.2,4,7,5,156,148-2,15,501,0,4
7569.3,4,7,5,156,148-2,15,501,0,4
7570,4,7,5,156,148-2,15,Inf,0,1
7571,4,7,5,157,118-1,0,203.6666667,1,5
7571.1,4,7,5,157,118-1,0,203.6666667,1,5
7571.2,4,7,5,157,118-1,0,203.6666667,1,5
7571.3,4,7,5,157,118-1,0,203.6666667,1,5
7571.4,4,7,5,157,118-1,0,203.6666667,1,5
7572,4,7,5,157,118-1,0,253,1,2
7572.1,4,7,5,157,118-1,0,253,1,2
7573,4,7,5,157,118-1,0,298.75,1,2
7573.1,4,7,5,157,118-1,0,298.75,1,2
7574,4,7,5,157,118-1,0,344.75,1,1
7575,4,7,5,158,144-1,0,107.3333333,1,1
7576,4,7,5,158,144-1,0,153.75,1,6
7576.1,4,7,5,158,144-1,0,153.75,1,6
7576.2,4,7,5,158,144-1,0,153.75,1,6
7576.3,4,7,5,158,144-1,0,153.75,1,6
7576.4,4,7,5,158,144-1,0,153.75,1,6
7576.5,4,7,5,158,144-1,0,153.75,1,6
7577,4,7,5,158,144-1,0,203.6666667,1,2
7577.1,4,7,5,158,144-1,0,203.6666667,1,2
7578,4,7,5,158,144-1,0,253,1,1
7579,4,7,5,159,100-1,15,153.75,1,2
7579.1,4,7,5,159,100-1,15,153.75,1,2
7580,4,7,5,159,100-1,15,203.6666667,1,1
7581,4,7,5,159,100-1,15,Inf,1,2
7581.1,4,7,5,159,100-1,15,Inf,1,2
7582,4,7,5,159,100-1,15,Inf,0,5
7582.1,4,7,5,159,100-1,15,Inf,0,5
7582.2,4,7,5,159,100-1,15,Inf,0,5
7582.3,4,7,5,159,100-1,15,Inf,0,5
7582.4,4,7,5,159,100-1,15,Inf,0,5
7583,4,7,5,160,148-1,20,Inf,1,4
7583.1,4,7,5,160,148-1,20,Inf,1,4
7583.2,4,7,5,160,148-1,20,Inf,1,4
7583.3,4,7,5,160,148-1,20,Inf,1,4
7584,4,7,5,160,148-1,20,501,0,6
7584.1,4,7,5,160,148-1,20,501,0,6
7584.2,4,7,5,160,148-1,20,501,0,6
7584.3,4,7,5,160,148-1,20,501,0,6
7584.4,4,7,5,160,148-1,20,501,0,6
7584.5,4,7,5,160,148-1,20,501,0,6
7585,4,7,5,161,81-2,20,203.6666667,1,5
7585.1,4,7,5,161,81-2,20,203.6666667,1,5
7585.2,4,7,5,161,81-2,20,203.6666667,1,5
7585.3,4,7,5,161,81-2,20,203.6666667,1,5
7585.4,4,7,5,161,81-2,20,203.6666667,1,5
7586,4,7,5,161,81-2,20,253,1,3
7586.1,4,7,5,161,81-2,20,253,1,3
7586.2,4,7,5,161,81-2,20,253,1,3
7587,4,7,5,161,81-2,20,Inf,1,1
7588,4,7,5,161,81-2,20,Inf,0,1
7589,4,7,5,162,126-2,20,253,1,1
7590,4,7,5,162,126-2,20,Inf,1,7
7590.1,4,7,5,162,126-2,20,Inf,1,7
7590.2,4,7,5,162,126-2,20,Inf,1,7
7590.3,4,7,5,162,126-2,20,Inf,1,7
7590.4,4,7,5,162,126-2,20,Inf,1,7
7590.5,4,7,5,162,126-2,20,Inf,1,7
7590.6,4,7,5,162,126-2,20,Inf,1,7
7591,4,7,5,162,126-2,20,Inf,0,2
7591.1,4,7,5,162,126-2,20,Inf,0,2
7592,4,7,5,163,131-1,10,153.75,1,1
7593,4,7,5,163,131-1,10,153.75,0,2
7593.1,4,7,5,163,131-1,10,153.75,0,2
7594,4,7,5,163,131-1,10,298.75,0,3
7594.1,4,7,5,163,131-1,10,298.75,0,3
7594.2,4,7,5,163,131-1,10,298.75,0,3
7595,4,7,5,163,131-1,10,396,0,4
7595.1,4,7,5,163,131-1,10,396,0,4
7595.2,4,7,5,163,131-1,10,396,0,4
7595.3,4,7,5,163,131-1,10,396,0,4
7596,4,7,5,164,Johnny's,20,344.75,1,1
7597,4,7,5,164,Johnny's,20,Inf,1,4
7597.1,4,7,5,164,Johnny's,20,Inf,1,4
7597.2,4,7,5,164,Johnny's,20,Inf,1,4
7597.3,4,7,5,164,Johnny's,20,Inf,1,4
7598,4,7,5,164,Johnny's,20,Inf,0,5
7598.1,4,7,5,164,Johnny's,20,Inf,0,5
7598.2,4,7,5,164,Johnny's,20,Inf,0,5
7598.3,4,7,5,164,Johnny's,20,Inf,0,5
7598.4,4,7,5,164,Johnny's,20,Inf,0,5
7599,4,7,5,165,148-2,20,344.75,1,1
7600,4,7,5,165,148-2,20,Inf,1,8
7600.1,4,7,5,165,148-2,20,Inf,1,8
7600.2,4,7,5,165,148-2,20,Inf,1,8
7600.3,4,7,5,165,148-2,20,Inf,1,8
7600.4,4,7,5,165,148-2,20,Inf,1,8
7600.5,4,7,5,165,148-2,20,Inf,1,8
7600.6,4,7,5,165,148-2,20,Inf,1,8
7600.7,4,7,5,165,148-2,20,Inf,1,8
7601,4,7,5,165,148-2,20,Inf,0,1
7602,4,7,5,166,177-2,10,107.3333333,1,5
7602.1,4,7,5,166,177-2,10,107.3333333,1,5
7602.2,4,7,5,166,177-2,10,107.3333333,1,5
7602.3,4,7,5,166,177-2,10,107.3333333,1,5
7602.4,4,7,5,166,177-2,10,107.3333333,1,5
7603,4,7,5,166,177-2,10,253,1,1
7604,4,7,5,166,177-2,10,501,1,2
7604.1,4,7,5,166,177-2,10,501,1,2
7605,4,7,5,166,177-2,10,Inf,0,2
7605.1,4,7,5,166,177-2,10,Inf,0,2
7606,4,7,5,167,165-1,10,153.75,1,4
7606.1,4,7,5,167,165-1,10,153.75,1,4
7606.2,4,7,5,167,165-1,10,153.75,1,4
7606.3,4,7,5,167,165-1,10,153.75,1,4
7607,4,7,5,167,165-1,10,203.6666667,1,3
7607.1,4,7,5,167,165-1,10,203.6666667,1,3
7607.2,4,7,5,167,165-1,10,203.6666667,1,3
7608,4,7,5,167,165-1,10,Inf,0,3
7608.1,4,7,5,167,165-1,10,Inf,0,3
7608.2,4,7,5,167,165-1,10,Inf,0,3
7609,4,7,5,169,190-1,0,203.6666667,1,1
7610,4,7,5,169,190-1,0,298.75,1,2
7610.1,4,7,5,169,190-1,0,298.75,1,2
7611,4,7,5,169,190-1,0,344.75,1,2
7611.1,4,7,5,169,190-1,0,344.75,1,2
7612,4,7,5,169,190-1,0,396,1,2
7612.1,4,7,5,169,190-1,0,396,1,2
7613,4,7,5,169,190-1,0,Inf,0,3
7613.1,4,7,5,169,190-1,0,Inf,0,3
7613.2,4,7,5,169,190-1,0,Inf,0,3
7614,4,7,5,171,177-2,20,253,1,2
7614.1,4,7,5,171,177-2,20,253,1,2
7615,4,7,5,171,177-2,20,396,1,1
7616,4,7,5,171,177-2,20,Inf,0,7
7616.1,4,7,5,171,177-2,20,Inf,0,7
7616.2,4,7,5,171,177-2,20,Inf,0,7
7616.3,4,7,5,171,177-2,20,Inf,0,7
7616.4,4,7,5,171,177-2,20,Inf,0,7
7616.5,4,7,5,171,177-2,20,Inf,0,7
7616.6,4,7,5,171,177-2,20,Inf,0,7
7617,4,7,5,172,104-1,10,153.75,1,3
7617.1,4,7,5,172,104-1,10,153.75,1,3
7617.2,4,7,5,172,104-1,10,153.75,1,3
7618,4,7,5,172,104-1,10,203.6666667,1,1
7619,4,7,5,172,104-1,10,153.75,0,2
7619.1,4,7,5,172,104-1,10,153.75,0,2
7620,4,7,5,172,104-1,10,Inf,0,4
7620.1,4,7,5,172,104-1,10,Inf,0,4
7620.2,4,7,5,172,104-1,10,Inf,0,4
7620.3,4,7,5,172,104-1,10,Inf,0,4
7621,4,7,5,174,152-1,20,203.6666667,1,1
7622,4,7,5,174,152-1,20,253,1,2
7622.1,4,7,5,174,152-1,20,253,1,2
7623,4,7,5,174,152-1,20,344.75,1,1
7624,4,7,5,174,152-1,20,Inf,1,2
7624.1,4,7,5,174,152-1,20,Inf,1,2
7625,4,7,5,174,152-1,20,396,0,2
7625.1,4,7,5,174,152-1,20,396,0,2
7626,4,7,5,174,152-1,20,Inf,0,2
7626.1,4,7,5,174,152-1,20,Inf,0,2
7627,4,7,5,175,126-1,15,253,1,1
7628,4,7,5,175,126-1,15,298.75,1,1
7629,4,7,5,175,126-1,15,Inf,1,3
7629.1,4,7,5,175,126-1,15,Inf,1,3
7629.2,4,7,5,175,126-1,15,Inf,1,3
7630,4,7,5,175,126-1,15,Inf,0,5
7630.1,4,7,5,175,126-1,15,Inf,0,5
7630.2,4,7,5,175,126-1,15,Inf,0,5
7630.3,4,7,5,175,126-1,15,Inf,0,5
7630.4,4,7,5,175,126-1,15,Inf,0,5
7631,4,7,5,176,135-1,20,253,1,1
7632,4,7,5,176,135-1,20,344.75,1,1
7633,4,7,5,176,135-1,20,396,1,2
7633.1,4,7,5,176,135-1,20,396,1,2
7634,4,7,5,176,135-1,20,396,0,1
7635,4,7,5,176,135-1,20,501,0,5
7635.1,4,7,5,176,135-1,20,501,0,5
7635.2,4,7,5,176,135-1,20,501,0,5
7635.3,4,7,5,176,135-1,20,501,0,5
7635.4,4,7,5,176,135-1,20,501,0,5
7636,4,7,5,177,186-1,10,107.3333333,1,6
7636.1,4,7,5,177,186-1,10,107.3333333,1,6
7636.2,4,7,5,177,186-1,10,107.3333333,1,6
7636.3,4,7,5,177,186-1,10,107.3333333,1,6
7636.4,4,7,5,177,186-1,10,107.3333333,1,6
7636.5,4,7,5,177,186-1,10,107.3333333,1,6
7637,4,7,5,177,186-1,10,445,0,4
7637.1,4,7,5,177,186-1,10,445,0,4
7637.2,4,7,5,177,186-1,10,445,0,4
7637.3,4,7,5,177,186-1,10,445,0,4
7638,4,7,5,178,100-1,15,Inf,1,7
7638.1,4,7,5,178,100-1,15,Inf,1,7
7638.2,4,7,5,178,100-1,15,Inf,1,7
7638.3,4,7,5,178,100-1,15,Inf,1,7
7638.4,4,7,5,178,100-1,15,Inf,1,7
7638.5,4,7,5,178,100-1,15,Inf,1,7
7638.6,4,7,5,178,100-1,15,Inf,1,7
7639,4,7,5,178,100-1,15,Inf,0,3
7639.1,4,7,5,178,100-1,15,Inf,0,3
7639.2,4,7,5,178,100-1,15,Inf,0,3
7640,4,7,5,179,75-1,10,107.3333333,1,1
7641,4,7,5,179,75-1,10,344.75,1,2
7641.1,4,7,5,179,75-1,10,344.75,1,2
7642,4,7,5,179,75-1,10,396,1,5
7642.1,4,7,5,179,75-1,10,396,1,5
7642.2,4,7,5,179,75-1,10,396,1,5
7642.3,4,7,5,179,75-1,10,396,1,5
7642.4,4,7,5,179,75-1,10,396,1,5
7643,4,7,5,179,75-1,10,445,1,1
7644,4,7,5,179,75-1,10,445,0,1
7645,4,7,5,180,217-2,0,107.3333333,1,2
7645.1,4,7,5,180,217-2,0,107.3333333,1,2
7646,4,7,5,180,217-2,0,153.75,1,3
7646.1,4,7,5,180,217-2,0,153.75,1,3
7646.2,4,7,5,180,217-2,0,153.75,1,3
7647,4,7,5,180,217-2,0,203.6666667,1,3
7647.1,4,7,5,180,217-2,0,203.6666667,1,3
7647.2,4,7,5,180,217-2,0,203.6666667,1,3
7648,4,7,5,180,217-2,0,253,1,1
7649,4,7,5,180,217-2,0,298.75,1,1
7650,4,7,6,181,100-1,10,153.75,1,1
7651,4,7,6,181,100-1,10,253,1,1
7652,4,7,6,181,100-1,10,298.75,1,3
7652.1,4,7,6,181,100-1,10,298.75,1,3
7652.2,4,7,6,181,100-1,10,298.75,1,3
7653,4,7,6,181,100-1,10,502.75,1,1
7654,4,7,6,181,100-1,10,445,0,1
7655,4,7,6,181,100-1,10,Inf,0,3
7655.1,4,7,6,181,100-1,10,Inf,0,3
7655.2,4,7,6,181,100-1,10,Inf,0,3
7656,4,7,6,182,168-2,15,107.3333333,1,1
7657,4,7,6,182,168-2,15,153.75,1,1
7658,4,7,6,182,168-2,15,203.6666667,1,1
7659,4,7,6,182,168-2,15,253,1,1
7660,4,7,6,182,168-2,15,298.75,1,1
7661,4,7,6,182,168-2,15,344.75,1,1
7662,4,7,6,182,168-2,15,Inf,1,2
7662.1,4,7,6,182,168-2,15,Inf,1,2
7663,4,7,6,182,168-2,15,298.75,0,1
7664,4,7,6,182,168-2,15,Inf,0,1
7665,4,7,6,184,91-1,0,203.6666667,1,5
7665.1,4,7,6,184,91-1,0,203.6666667,1,5
7665.2,4,7,6,184,91-1,0,203.6666667,1,5
7665.3,4,7,6,184,91-1,0,203.6666667,1,5
7665.4,4,7,6,184,91-1,0,203.6666667,1,5
7666,4,7,6,184,91-1,0,253,1,2
7666.1,4,7,6,184,91-1,0,253,1,2
7667,4,7,6,184,91-1,0,298.75,1,1
7668,4,7,6,184,91-1,0,445,1,1
7669,4,7,6,184,91-1,0,Inf,0,1
7670,4,7,6,185,173-1,0,107.3333333,1,1
7671,4,7,6,185,173-1,0,153.75,1,4
7671.1,4,7,6,185,173-1,0,153.75,1,4
7671.2,4,7,6,185,173-1,0,153.75,1,4
7671.3,4,7,6,185,173-1,0,153.75,1,4
7672,4,7,6,185,173-1,0,203.6666667,1,2
7672.1,4,7,6,185,173-1,0,203.6666667,1,2
7673,4,7,6,185,173-1,0,153.75,0,1
7674,4,7,6,185,173-1,0,203.6666667,0,1
7675,4,7,6,185,173-1,0,396,0,1
7676,4,7,6,186,165-1,15,107.3333333,1,1
7677,4,7,6,186,165-1,15,153.75,1,5
7677.1,4,7,6,186,165-1,15,153.75,1,5
7677.2,4,7,6,186,165-1,15,153.75,1,5
7677.3,4,7,6,186,165-1,15,153.75,1,5
7677.4,4,7,6,186,165-1,15,153.75,1,5
7678,4,7,6,186,165-1,15,203.6666667,1,2
7678.1,4,7,6,186,165-1,15,203.6666667,1,2
7679,4,7,6,186,165-1,15,253,1,1
7680,4,7,6,186,165-1,15,298.75,0,1
7681,4,7,6,187,92-1,10,107.3333333,1,1
7682,4,7,6,187,92-1,10,153.75,1,3
7682.1,4,7,6,187,92-1,10,153.75,1,3
7682.2,4,7,6,187,92-1,10,153.75,1,3
7683,4,7,6,187,92-1,10,445,1,1
7684,4,7,6,187,92-1,10,Inf,1,4
7684.1,4,7,6,187,92-1,10,Inf,1,4
7684.2,4,7,6,187,92-1,10,Inf,1,4
7684.3,4,7,6,187,92-1,10,Inf,1,4
7685,4,7,6,187,92-1,10,Inf,0,1
7686,4,7,6,188,147-1,0,107.3333333,1,3
7686.1,4,7,6,188,147-1,0,107.3333333,1,3
7686.2,4,7,6,188,147-1,0,107.3333333,1,3
7687,4,7,6,188,147-1,0,203.6666667,1,1
7688,4,7,6,188,147-1,0,107.3333333,0,1
7689,4,7,6,188,147-1,0,203.6666667,0,2
7689.1,4,7,6,188,147-1,0,203.6666667,0,2
7690,4,7,6,188,147-1,0,298.75,0,2
7690.1,4,7,6,188,147-1,0,298.75,0,2
7691,4,7,6,188,147-1,0,396,0,1
7692,4,7,6,189,182-1,20,203.6666667,1,1
7693,4,7,6,189,182-1,20,253,1,2
7693.1,4,7,6,189,182-1,20,253,1,2
7694,4,7,6,189,182-1,20,298.75,1,1
7695,4,7,6,189,182-1,20,298.75,0,1
7696,4,7,6,189,182-1,20,396,0,2
7696.1,4,7,6,189,182-1,20,396,0,2
7697,4,7,6,189,182-1,20,445,0,2
7697.1,4,7,6,189,182-1,20,445,0,2
7698,4,7,6,189,182-1,20,501,0,1
7699,4,7,6,190,170-1,10,107.3333333,1,6
7699.1,4,7,6,190,170-1,10,107.3333333,1,6
7699.2,4,7,6,190,170-1,10,107.3333333,1,6
7699.3,4,7,6,190,170-1,10,107.3333333,1,6
7699.4,4,7,6,190,170-1,10,107.3333333,1,6
7699.5,4,7,6,190,170-1,10,107.3333333,1,6
7700,4,7,6,190,170-1,10,153.75,1,1
7701,4,7,6,190,170-1,10,203.6666667,0,2
7701.1,4,7,6,190,170-1,10,203.6666667,0,2
7702,4,7,6,190,170-1,10,501,0,1
7703,4,7,6,191,Johnny's,10,203.6666667,1,1
7704,4,7,6,191,Johnny's,10,253,1,1
7705,4,7,6,191,Johnny's,10,396,1,1
7706,4,7,6,191,Johnny's,10,Inf,1,1
7707,4,7,6,191,Johnny's,10,203.6666667,0,2
7707.1,4,7,6,191,Johnny's,10,203.6666667,0,2
7708,4,7,6,191,Johnny's,10,298.75,0,1
7709,4,7,6,191,Johnny's,10,396,0,2
7709.1,4,7,6,191,Johnny's,10,396,0,2
7710,4,7,6,191,Johnny's,10,Inf,0,1
7711,4,7,6,193,88-1,15,203.6666667,1,1
7712,4,7,6,193,88-1,15,253,1,1
7713,4,7,6,193,88-1,15,344.75,1,1
7714,4,7,6,193,88-1,15,Inf,1,4
7714.1,4,7,6,193,88-1,15,Inf,1,4
7714.2,4,7,6,193,88-1,15,Inf,1,4
7714.3,4,7,6,193,88-1,15,Inf,1,4
7715,4,7,6,193,88-1,15,Inf,0,3
7715.1,4,7,6,193,88-1,15,Inf,0,3
7715.2,4,7,6,193,88-1,15,Inf,0,3
7716,4,7,6,194,Johnny's,10,253,1,2
7716.1,4,7,6,194,Johnny's,10,253,1,2
7717,4,7,6,194,Johnny's,10,298.75,1,2
7717.1,4,7,6,194,Johnny's,10,298.75,1,2
7718,4,7,6,194,Johnny's,10,344.75,1,1
7719,4,7,6,194,Johnny's,10,445,1,1
7720,4,7,6,194,Johnny's,10,203.6666667,0,1
7721,4,7,6,194,Johnny's,10,Inf,0,3
7721.1,4,7,6,194,Johnny's,10,Inf,0,3
7721.2,4,7,6,194,Johnny's,10,Inf,0,3
7722,4,7,6,195,135-1,15,107.3333333,1,1
7723,4,7,6,195,135-1,15,153.75,1,4
7723.1,4,7,6,195,135-1,15,153.75,1,4
7723.2,4,7,6,195,135-1,15,153.75,1,4
7723.3,4,7,6,195,135-1,15,153.75,1,4
7724,4,7,6,195,135-1,15,203.6666667,1,3
7724.1,4,7,6,195,135-1,15,203.6666667,1,3
7724.2,4,7,6,195,135-1,15,203.6666667,1,3
7725,4,7,6,195,135-1,15,107.3333333,0,1
7726,4,7,6,195,135-1,15,298.75,0,1
7727,4,7,6,196,100-1,10,253,1,1
7728,4,7,6,196,100-1,10,298.75,1,3
7728.1,4,7,6,196,100-1,10,298.75,1,3
7728.2,4,7,6,196,100-1,10,298.75,1,3
7729,4,7,6,196,100-1,10,344.75,1,4
7729.1,4,7,6,196,100-1,10,344.75,1,4
7729.2,4,7,6,196,100-1,10,344.75,1,4
7729.3,4,7,6,196,100-1,10,344.75,1,4
7730,4,7,6,196,100-1,10,396,1,1
7731,4,7,6,196,100-1,10,Inf,1,1
7732,4,7,6,197,133-1,10,107.3333333,1,1
7733,4,7,6,197,133-1,10,153.75,1,2
7733.1,4,7,6,197,133-1,10,153.75,1,2
7734,4,7,6,197,133-1,10,203.6666667,1,2
7734.1,4,7,6,197,133-1,10,203.6666667,1,2
7735,4,7,6,197,133-1,10,153.75,0,1
7736,4,7,6,197,133-1,10,298.75,0,4
7736.1,4,7,6,197,133-1,10,298.75,0,4
7736.2,4,7,6,197,133-1,10,298.75,0,4
7736.3,4,7,6,197,133-1,10,298.75,0,4
7737,4,7,6,199,126-1,20,Inf,1,10
7737.1,4,7,6,199,126-1,20,Inf,1,10
7737.2,4,7,6,199,126-1,20,Inf,1,10
7737.3,4,7,6,199,126-1,20,Inf,1,10
7737.4,4,7,6,199,126-1,20,Inf,1,10
7737.5,4,7,6,199,126-1,20,Inf,1,10
7737.6,4,7,6,199,126-1,20,Inf,1,10
7737.7,4,7,6,199,126-1,20,Inf,1,10
7737.8,4,7,6,199,126-1,20,Inf,1,10
7737.9,4,7,6,199,126-1,20,Inf,1,10
7738,4,7,6,200,177-2,15,107.3333333,1,1
7739,4,7,6,200,177-2,15,153.75,1,2
7739.1,4,7,6,200,177-2,15,153.75,1,2
7740,4,7,6,200,177-2,15,153.75,0,1
7741,4,7,6,200,177-2,15,298.75,0,3
7741.1,4,7,6,200,177-2,15,298.75,0,3
7741.2,4,7,6,200,177-2,15,298.75,0,3
7742,4,7,6,200,177-2,15,445,0,3
7742.1,4,7,6,200,177-2,15,445,0,3
7742.2,4,7,6,200,177-2,15,445,0,3
7743,4,7,6,201,219-2,10,253,1,1
7744,4,7,6,201,219-2,10,Inf,1,5
7744.1,4,7,6,201,219-2,10,Inf,1,5
7744.2,4,7,6,201,219-2,10,Inf,1,5
7744.3,4,7,6,201,219-2,10,Inf,1,5
7744.4,4,7,6,201,219-2,10,Inf,1,5
7745,4,7,6,201,219-2,10,Inf,0,4
7745.1,4,7,6,201,219-2,10,Inf,0,4
7745.2,4,7,6,201,219-2,10,Inf,0,4
7745.3,4,7,6,201,219-2,10,Inf,0,4
7746,4,7,6,202,77-2,15,107.3333333,1,2
7746.1,4,7,6,202,77-2,15,107.3333333,1,2
7747,4,7,6,202,77-2,15,153.75,1,1
7748,4,7,6,202,77-2,15,203.6666667,1,6
7748.1,4,7,6,202,77-2,15,203.6666667,1,6
7748.2,4,7,6,202,77-2,15,203.6666667,1,6
7748.3,4,7,6,202,77-2,15,203.6666667,1,6
7748.4,4,7,6,202,77-2,15,203.6666667,1,6
7748.5,4,7,6,202,77-2,15,203.6666667,1,6
7749,4,7,6,202,77-2,15,253,1,1
7750,4,7,6,203,219-1,10,107.3333333,1,1
7751,4,7,6,203,219-1,10,396,1,1
7752,4,7,6,203,219-1,10,445,1,1
7753,4,7,6,203,219-1,10,Inf,1,2
7753.1,4,7,6,203,219-1,10,Inf,1,2
